id;Comunidades_Autonomas;Provincias;Comarca;SAU;Superficie_HA;Cultivo;Permanota
2855;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
2856;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
2857;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
2858;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
2859;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
2860;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;0;10 Árboles de Navidad;0
2861;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;1;5 Bayas (excluidas las fresas y bayas silvestres);7
2862;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;1;9 Viveros;5
2863;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;1;1 Cítricos;8
2864;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU en invernadero o abrigo alto accesible;206;Cultivos leñosos / permanentes (incluido viveros);0
2865;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;63;8 Semillas y plántulas destinadas a la venta;3
2866;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;43477;7 Olivar;8
2867;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;520;5 Cultivos industriales;5
2868;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;14700;8 Viñedo;6
2869;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;491;4 Cultivos cosechados en verde;6
2870;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;84;11 Otros cultivos leñosos;0
2871;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;157;9 Otros herbáceos;0
2872;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;43377;Barbechos  (incluye las tierras sembradas para abono en verde);0
2873;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;11451;2 Pasto intensivo;1
2874;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;85;3 Pasto no utilizado a efectos de producción;1
2875;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;1436;1 Pasto extensivo;1
2876;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;7;2 Frutales originarios de clima templado, de pepita;7
2877;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;10;3 Frutales originarios de clima templado, de hueso;7
2878;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;4;4 Frutales originarios de clima tropical y subtropical;7
2879;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;5753;6 Frutales de fruto seco;7
2880;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;3;Huertos para consumo propio;9
2881;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;299;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
2882;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;2625;2 Leguminosas y proteaginosas secas para grano;9
2883;Castilla - La Mancha;Ciudad Real;Campo de Montiel;SAU al aire libre;46812;1 Cereales para grano;9
2884;Andalucía;Córdoba;Pedroches;SAU al aire libre;16;3 Frutales originarios de clima templado, de hueso;7
2885;Andalucía;Córdoba;Pedroches;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
2886;Andalucía;Córdoba;Pedroches;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
2887;Andalucía;Córdoba;Pedroches;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
2888;Andalucía;Córdoba;Pedroches;SAU al aire libre;0;9 Viveros;5
2889;Andalucía;Córdoba;Pedroches;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
2890;Andalucía;Córdoba;Pedroches;SAU al aire libre;0;9 Otros herbáceos;0
2891;Andalucía;Córdoba;Pedroches;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
2892;Andalucía;Córdoba;Pedroches;SAU al aire libre;0;10 Árboles de Navidad;0
2893;Andalucía;Córdoba;Pedroches;SAU al aire libre;1;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
2894;Andalucía;Córdoba;Pedroches;SAU al aire libre;20327;4 Cultivos cosechados en verde;6
2895;Andalucía;Córdoba;Pedroches;SAU al aire libre;747;5 Cultivos industriales;5
2896;Andalucía;Córdoba;Pedroches;SAU al aire libre;101263;Barbechos  (incluye las tierras sembradas para abono en verde);0
2897;Andalucía;Córdoba;Pedroches;SAU al aire libre;95;1 Cítricos;8
2898;Andalucía;Córdoba;Pedroches;SAU al aire libre;16;2 Frutales originarios de clima templado, de pepita;7
2899;Andalucía;Córdoba;Pedroches;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
2900;Andalucía;Córdoba;Pedroches;SAU al aire libre;10;4 Frutales originarios de clima tropical y subtropical;7
2901;Andalucía;Córdoba;Pedroches;SAU al aire libre;797;6 Frutales de fruto seco;7
2902;Andalucía;Córdoba;Pedroches;SAU al aire libre;31028;7 Olivar;8
2903;Andalucía;Córdoba;Pedroches;SAU al aire libre;39;8 Viñedo;6
2904;Andalucía;Córdoba;Pedroches;SAU al aire libre;23;11 Otros cultivos leñosos;0
2905;Andalucía;Córdoba;Pedroches;SAU al aire libre;130387;1 Pasto extensivo;1
2906;Andalucía;Córdoba;Pedroches;SAU al aire libre;10698;2 Pasto intensivo;1
2907;Andalucía;Córdoba;Pedroches;SAU al aire libre;338;3 Pasto no utilizado a efectos de producción;1
2908;Andalucía;Córdoba;Pedroches;SAU en invernadero o abrigo alto accesible;53;Hortalizas, incluidos melones y fresas;9
2909;Andalucía;Córdoba;Pedroches;SAU al aire libre;9;Huertos para consumo propio;9
2910;Andalucía;Córdoba;Pedroches;SAU al aire libre;6;3 Raíces y Tubérculos;9
2911;Andalucía;Córdoba;Pedroches;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
2912;Andalucía;Córdoba;Pedroches;SAU al aire libre;155;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
2913;Andalucía;Córdoba;Pedroches;SAU al aire libre;5765;2 Leguminosas y proteaginosas secas para grano;9
2914;Andalucía;Córdoba;Pedroches;SAU al aire libre;82831;1 Cereales para grano;9
2915;Andalucía;Córdoba;La Sierra;SAU al aire libre;33;3 Raíces y Tubérculos;9
2916;Andalucía;Córdoba;La Sierra;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
2917;Andalucía;Córdoba;La Sierra;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
2918;Andalucía;Córdoba;La Sierra;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
2919;Andalucía;Córdoba;La Sierra;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
2920;Andalucía;Córdoba;La Sierra;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
2921;Andalucía;Córdoba;La Sierra;SAU al aire libre;0;9 Viveros;5
2922;Andalucía;Córdoba;La Sierra;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
2923;Andalucía;Córdoba;La Sierra;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
2924;Andalucía;Córdoba;La Sierra;SAU al aire libre;0;10 Árboles de Navidad;0
2925;Andalucía;Córdoba;La Sierra;SAU al aire libre;1;5 Bayas (excluidas las fresas y bayas silvestres);7
2926;Andalucía;Córdoba;La Sierra;SAU al aire libre;3211;4 Cultivos cosechados en verde;6
2927;Andalucía;Córdoba;La Sierra;SAU al aire libre;2077;5 Cultivos industriales;5
2928;Andalucía;Córdoba;La Sierra;SAU al aire libre;9;9 Otros herbáceos;0
2929;Andalucía;Córdoba;La Sierra;SAU al aire libre;6623;Barbechos  (incluye las tierras sembradas para abono en verde);0
2930;Andalucía;Córdoba;La Sierra;SAU al aire libre;5205;1 Cítricos;8
2931;Andalucía;Córdoba;La Sierra;SAU al aire libre;11;2 Frutales originarios de clima templado, de pepita;7
2932;Andalucía;Córdoba;La Sierra;SAU al aire libre;56;3 Frutales originarios de clima templado, de hueso;7
2933;Andalucía;Córdoba;La Sierra;SAU al aire libre;50;4 Frutales originarios de clima tropical y subtropical;7
2934;Andalucía;Córdoba;La Sierra;SAU al aire libre;1296;6 Frutales de fruto seco;7
2935;Andalucía;Córdoba;La Sierra;SAU al aire libre;44286;7 Olivar;8
2936;Andalucía;Córdoba;La Sierra;SAU al aire libre;70;8 Viñedo;6
2937;Andalucía;Córdoba;La Sierra;SAU al aire libre;6;11 Otros cultivos leñosos;0
2938;Andalucía;Córdoba;La Sierra;SAU al aire libre;50838;1 Pasto extensivo;1
2939;Andalucía;Córdoba;La Sierra;SAU al aire libre;3507;2 Pasto intensivo;1
2940;Andalucía;Córdoba;La Sierra;SAU al aire libre;1338;3 Pasto no utilizado a efectos de producción;1
2941;Andalucía;Córdoba;La Sierra;SAU en invernadero o abrigo alto accesible;3;Hortalizas, incluidos melones y fresas;9
2942;Andalucía;Córdoba;La Sierra;SAU al aire libre;5;Huertos para consumo propio;9
2943;Andalucía;Córdoba;La Sierra;SAU al aire libre;283;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
2944;Andalucía;Córdoba;La Sierra;SAU al aire libre;747;2 Leguminosas y proteaginosas secas para grano;9
2945;Andalucía;Córdoba;La Sierra;SAU al aire libre;5177;1 Cereales para grano;9
2946;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;829;3 Raíces y Tubérculos;9
2947;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
2948;Andalucía;Córdoba;Campiña Baja;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
2949;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;0;9 Otros herbáceos;0
2950;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;0;10 Árboles de Navidad;0
2951;Andalucía;Córdoba;Campiña Baja;SAU en invernadero o abrigo alto accesible;1;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
2952;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;2235;4 Cultivos cosechados en verde;6
2953;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;29815;5 Cultivos industriales;5
2954;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;63;8 Semillas y plántulas destinadas a la venta;3
2955;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;10341;Barbechos  (incluye las tierras sembradas para abono en verde);0
2956;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;5772;1 Cítricos;8
2957;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;34;2 Frutales originarios de clima templado, de pepita;7
2958;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;161;3 Frutales originarios de clima templado, de hueso;7
2959;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;105;4 Frutales originarios de clima tropical y subtropical;7
2960;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;7424;6 Frutales de fruto seco;7
2961;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;100357;7 Olivar;8
2962;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;482;8 Viñedo;6
2963;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;87;9 Viveros;5
2964;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;45;11 Otros cultivos leñosos;0
2965;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;14931;1 Pasto extensivo;1
2966;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;809;2 Pasto intensivo;1
2967;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;88;3 Pasto no utilizado a efectos de producción;1
2968;Andalucía;Córdoba;Campiña Baja;SAU en invernadero o abrigo alto accesible;3;Flores y plantas ornamentales;2
2969;Andalucía;Córdoba;Campiña Baja;SAU en invernadero o abrigo alto accesible;5;Semillas y plántulas destinadas a la venta;5
2970;Andalucía;Córdoba;Campiña Baja;SAU en invernadero o abrigo alto accesible;14;Cultivos leñosos / permanentes (incluido viveros);0
2971;Andalucía;Córdoba;Campiña Baja;SAU en invernadero o abrigo alto accesible;35;Hortalizas, incluidos melones y fresas;9
2972;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;6;Huertos para consumo propio;9
2973;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
2974;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;3488;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
2975;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;7244;2 Leguminosas y proteaginosas secas para grano;9
2976;Andalucía;Córdoba;Campiña Baja;SAU al aire libre;54201;1 Cereales para grano;9
2977;Andalucía;Córdoba;Las Colonias;SAU al aire libre;2226;5 Cultivos industriales;5
2978;Andalucía;Córdoba;Las Colonias;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
2979;Andalucía;Córdoba;Las Colonias;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
2980;Andalucía;Córdoba;Las Colonias;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
2981;Andalucía;Córdoba;Las Colonias;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
2982;Andalucía;Córdoba;Las Colonias;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
2983;Andalucía;Córdoba;Las Colonias;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
2984;Andalucía;Córdoba;Las Colonias;SAU al aire libre;0;9 Otros herbáceos;0
2985;Andalucía;Córdoba;Las Colonias;SAU al aire libre;0;10 Árboles de Navidad;0
2986;Andalucía;Córdoba;Las Colonias;SAU en invernadero o abrigo alto accesible;1;Cultivos leñosos / permanentes (incluido viveros);0
2987;Andalucía;Córdoba;Las Colonias;SAU al aire libre;1;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
2988;Andalucía;Córdoba;Las Colonias;SAU al aire libre;122;4 Cultivos cosechados en verde;6
2989;Andalucía;Córdoba;Las Colonias;SAU al aire libre;0;3 Pasto no utilizado a efectos de producción;1
2990;Andalucía;Córdoba;Las Colonias;SAU al aire libre;934;Barbechos  (incluye las tierras sembradas para abono en verde);0
2991;Andalucía;Córdoba;Las Colonias;SAU al aire libre;1007;1 Cítricos;8
2992;Andalucía;Córdoba;Las Colonias;SAU al aire libre;36;2 Frutales originarios de clima templado, de pepita;7
2993;Andalucía;Córdoba;Las Colonias;SAU al aire libre;55;3 Frutales originarios de clima templado, de hueso;7
2994;Andalucía;Córdoba;Las Colonias;SAU al aire libre;2;4 Frutales originarios de clima tropical y subtropical;7
2995;Andalucía;Córdoba;Las Colonias;SAU al aire libre;402;6 Frutales de fruto seco;7
2996;Andalucía;Córdoba;Las Colonias;SAU al aire libre;9206;7 Olivar;8
2997;Andalucía;Córdoba;Las Colonias;SAU al aire libre;15;8 Viñedo;6
2998;Andalucía;Córdoba;Las Colonias;SAU al aire libre;4;9 Viveros;5
2999;Andalucía;Córdoba;Las Colonias;SAU al aire libre;5;11 Otros cultivos leñosos;0
3000;Andalucía;Córdoba;Las Colonias;SAU al aire libre;84;1 Pasto extensivo;1
3001;Andalucía;Córdoba;Las Colonias;SAU al aire libre;4871;1 Cereales para grano;9
3002;Andalucía;Córdoba;Las Colonias;SAU al aire libre;171;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
3003;Andalucía;Córdoba;Las Colonias;SAU al aire libre;419;2 Leguminosas y proteaginosas secas para grano;9
3004;Andalucía;Córdoba;Las Colonias;SAU en invernadero o abrigo alto accesible;18;Hortalizas, incluidos melones y fresas;9
3005;Andalucía;Córdoba;Las Colonias;SAU al aire libre;31;2 Pasto intensivo;1
3006;Andalucía;Córdoba;Las Colonias;SAU al aire libre;2;Huertos para consumo propio;9
3007;Andalucía;Córdoba;Las Colonias;SAU al aire libre;21;3 Raíces y Tubérculos;9
3008;Andalucía;Córdoba;Campiña Alta;SAU en invernadero o abrigo alto accesible;1;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
3009;Andalucía;Córdoba;Campiña Alta;SAU al aire libre;192;4 Cultivos cosechados en verde;6
3010;Andalucía;Córdoba;Campiña Alta;SAU al aire libre;2148;5 Cultivos industriales;5
3011;Andalucía;Córdoba;Campiña Alta;SAU al aire libre;4;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
3012;Andalucía;Córdoba;Campiña Alta;SAU al aire libre;3;8 Semillas y plántulas destinadas a la venta;3
3013;Andalucía;Córdoba;Campiña Alta;SAU al aire libre;1584;Barbechos  (incluye las tierras sembradas para abono en verde);0
3014;Andalucía;Córdoba;Campiña Alta;SAU al aire libre;29;1 Cítricos;8
3015;Andalucía;Córdoba;Campiña Alta;SAU al aire libre;20;3 Frutales originarios de clima templado, de hueso;7
3016;Andalucía;Córdoba;Campiña Alta;SAU al aire libre;37;4 Frutales originarios de clima tropical y subtropical;7
3017;Andalucía;Córdoba;Campiña Alta;SAU al aire libre;1308;6 Frutales de fruto seco;7
3018;Andalucía;Córdoba;Campiña Alta;SAU al aire libre;134894;7 Olivar;8
3019;Andalucía;Córdoba;Campiña Alta;SAU al aire libre;4607;8 Viñedo;6
3020;Andalucía;Córdoba;Campiña Alta;SAU al aire libre;7;9 Viveros;5
3021;Andalucía;Córdoba;Campiña Alta;SAU al aire libre;9;11 Otros cultivos leñosos;0
3022;Andalucía;Córdoba;Campiña Alta;SAU al aire libre;1840;1 Pasto extensivo;1
3023;Andalucía;Córdoba;Campiña Alta;SAU al aire libre;496;2 Pasto intensivo;1
3024;Andalucía;Córdoba;Campiña Alta;SAU al aire libre;109;3 Pasto no utilizado a efectos de producción;1
